GLN Proveedor CPP                  Descripción                                                            Marca                          División                              GTIN13 Unid/c Promo F alta         Estado 
7737001070017 174369               DOVE JAB REGULAR 24X2X135GR PRM 10% DESC                               DOVE                           PERSONAL CARE                  7730165322121     24 S     20070703T1008  A      
7737001070017 564604               DOVE MEN DEO ROL CLEAN COMFORT 12X50ML                                 DOVE                           PERSONAL CARE                       78927254     12 N     20150423T1458  D      
7737001070017 564769               LUX JAB LIQ FLORES DELICADAS 12X220ML                                  LUX                            PERSONAL CARE                  7891150029736     12 N     20141031T1707  S      
7737001070017 564778               LUX JAB LIQ SUAV DAS PETALAS 12X220ML                                  LUX                            PERSONAL CARE                  7891150029729     12 N     20141031T1707  A      
7737001070017 565312               AXE DEO AER BS APOLLO 12X96G/150ML                                     AXE                            PERSONAL CARE                  7791293025780     12 N     20150331T1816  D      
7737001070017 565313               AXE AER BS DARK TEMPT 12X96G/150ML                                     AXE                            PERSONAL CARE                  7791293025797     12 N     20150331T1816  D      
7737001070017 565316               AXE DEO AER BS EXCITE 12X96G/150ML                                     AXE                            PERSONAL CARE                  7791293025803     12 N     20150331T1816  D      
7737001070017 565320               AXE DEO AER BODY SPRAY MUSK 12X96G/150ML                               AXE                            PERSONAL CARE                  7791293025834     12 N     20150331T1816  D      
7737001070017 565341               AXE AER BS PEACE 12X96GR/150ML                                         AXE                            PERSONAL CARE                  7791293025858     12 N     20150331T1816  D      
7737001070017 565342               AXE DEO AER BS GOLD TEMPT 12X96G/150ML                                 AXE                            PERSONAL CARE                  7791293025865     12 N     20150331T1816  D      
7737001070017 565344               AXE AER AP DARK TEMPT 12X90G/152ML                                     AXE                            PERSONAL CARE                  7791293025889     12 N     20150331T1816  A      
7737001070017 565345               AXE DEO AER AP APOLLO 12X90G/152ML                                     AXE                            PERSONAL CARE                  7791293025896     12 N     20150331T1816  A      
7737001070017 565468               SCOTT RC MULTIUSOS 80P 8X3UN                                           SCOTT                          KIMBERLY CLARK                 7798038152381      8 N     20131029T1604  A      
7737001070017 565514               COMFORT CONC ACE ES ROMANCE DOYP 12X1L                                 COMFORT                        HOME CARE                      7791290009783     12 N     20140313T1506  D      
7737001070017 565519               COMFORT CONC ACEITES ESEN ENER DOYP12X1L                               COMFORT                        HOME CARE                      7791290009790     12 N     20140313T1506  D      
7737001070017 565754               LUX H WASH SUAVIDAD DE PETALOS 6X250ML                                 LUX                            PERSONAL CARE                  7791293026565      6 N     20170331T1043  S      
7737001070017 565769               LUX JAB LIQ SUAVIDAD DE PETALOS 12X250ML                               LUX                            PERSONAL CARE                  7791293026497     12 N     20180503T1235  S      
7737001070017 565801               DOVE MEN DEO ROL INVISIBLE DRY 12X50ML                                 DOVE                           PERSONAL CARE                       78933354     12 N     20150331T1816  D      
7737001070017 565802               DOVE DEO STICK CLEAN COMFORT 12X50G                                    DOVE                           PERSONAL CARE                       75031060     12 N     20150331T1816  D      
7737001070017 565804               DOVE DEO STICK INVISIBLE DRY FM MASCULINO                              DOVE                           PERSONAL CARE                       75046224     12 N     20150331T1816  D      
7737001070017 565940               VIVERE CONC VIOL SILV MORAS DOYP15X450ML                               VIVERE                         HOME CARE                      7791290009547     15 N     20140702T1647  A      
7737001070017 565941               VIVERE CONC ORQ ROJAS FRUT DOYP15X450ML                                VIVERE                         HOME CARE                      7791290009554     15 N     20140702T1647  D      
7737001070017 565944               VIVERE CONC ORQUID ROJAS FRUT DOYP12X1L                                VIVERE                         HOME CARE                      7791290010000     12 N     20140702T1647  D      
7737001070017 566093               CLEAR AC CAIDA DEFENSE 12X400ML                                        CLEAR                          PERSONAL CARE                  7891150014299     12 N     20150911T1157  D      
7737001070017 566096               CLEAR SH 2EN1 DUAL EFFECT 12X200ML                                     CLEAR                          PERSONAL CARE                  7501056342944     12 N     20150331T1816  D      
7737001070017 566098               CLEAR SH ICE COOL MENTHOL 12X200ML                                     CLEAR                          PERSONAL CARE                  7501056343040     12 N     20150331T1816  D      
7737001070017 566101               CLEAR SH SUAVIDAD BRILLO 12X400ML                                      CLEAR                          PERSONAL CARE                  7891150014909     12 N     20150331T1816  D      
7737001070017 566102               CLEAR SH 2EN1 DUAL EFFECT 12X400ML                                     CLEAR                          PERSONAL CARE                  7501056342999     12 N     20150331T1816  D      
7737001070017 566104               CLEAR SH CAIDA DEFENSE 12X400ML                                        CLEAR                          PERSONAL CARE                  7501056344085     12 N     20150331T1816  D      
7737001070017 566105               CLEAR SH ICE COOL MENTHOL 12X400ML                                     CLEAR                          PERSONAL CARE                  7501056344221     12 N     20150331T1816  D      
7737001070017 566108               DOVE SHOWER EXFOLIACION SUAVE 12X250ML                                 DOVE                           PERSONAL CARE                  7891150013919     12 N     20141001T0941  D      
7737001070017 566109               DOVE SHOWER NUTRICION PROFUNDA 12X250ML                                DOVE                           PERSONAL CARE                  7898422751746     12 N     20150204T1148  D      
7737001070017 566221               PONDS AM MASSAGE FIRM AND LIFT6X25ML                                   PONDS                          PERSONAL CARE                  8851932343770      6 N     20170405T1443  D      
7737001070017 566530               TRESEMME CR TRAT BLIND PLATIN 6X400G                                   TRESEMME                       PERSONAL CARE                  7891150029583      6 N     20140602T1123  D      
7737001070017 566689               DOVE DEO ROLLON INVISIBLE DRY 12X50ML                                  DOVE                           PERSONAL CARE                       78924529     12 N     20150605T1404  D      
7737001070017 566691               DOVE JAB KAR Y VAINILLA 48X90G                                         DOVE                           PERSONAL CARE                  7891150019560     48 N     20150331T1816  A      
7737001070017 566693               DOVE JAB HIDRATACION FRESCA 48X90G                                     DOVE                           PERSONAL CARE                  7898422746803     48 N     20150522T1247  A      
7737001070017 566696               DOVE JAB EXFOLIANTE BLANCO 48X90G                                      DOVE                           PERSONAL CARE                  7898422746827     48 N     20150522T1247  A      
7737001070017 566700               DOVE JAB BLANCO 48X135G                                                DOVE                           PERSONAL CARE                    67238891190     48 N     20150522T1247  A      
7737001070017 566701               DOVE JAB BLANCO 48X90G                                                 DOVE                           PERSONAL CARE                  7898422746759     48 N     20150522T1247  A      
7737001070017 567580               SKIP LIQ DILUIDO BOT 12X800ML                                          SKIP                           HOME CARE                      7791290010031     12 N     20140829T2019  D      
7737001070017 567582               SKIP LIQ DILUIDO BOT 4X3000ML                                          SKIP                           HOME CARE                      7791290010055      4 N     20140829T2019  D      
7737001070017 567584               SKIP LIQ DILUIDO DOYP 4X3000ML                                         SKIP                           HOME CARE                      7791290010079      4 N     20150331T1816  D      
7737001070017 568624               NEVEX LV VAJ LIMP4X2X1.25+CIF AG EF300ML                               NEVEX                          HOME CARE                      7730165339334      4 S     20150203T1645  A      
7737001070017 569421               PONDS C LOC LIMP DUAL 12X200ML                                         PONDS                          PERSONAL CARE                  7501056346294     12 N     20150504T1659  A      
7737001070017 569491               CIF ANTIG ULTRA RAPIDO DP 12X900ML                                     CIF                            HOME CARE                      7791290010239     12 N     20140514T1254  D      
7737001070017 569492               CIF ANTIG ULTRA RAPIDO REP DP 15X450ML                                 CIF                            HOME CARE                      7791290010222     15 N     20140514T1254  D      
7737001070017 569493               CIF ANTIG NUEVA FORM GTL 12X500ML                                      CIF                            HOME CARE                      7791290010277     12 N     20140514T1254  D      
7737001070017 569780               DOVE SH RECON COMPLT 6X750ML+AC 400ML                                  DOVE                           PERSONAL CARE                  7730165339532      6 S     20140131T1708  A      
7737001070017 569831               VASENOL CR ALOE VERA 12X400ML                                          VASENOL                        PERSONAL CARE                  7501056340414     12 N     20141001T0941  D      
7737001070017 569833               VASENOL CR COCOA GLOW 12X400ML                                         VASENOL                        PERSONAL CARE                  7501056338817     12 N     20141001T0941  D      
7737001070017 569838               VASENOL CR REC ESENCIAL 12X400ML                                       VASENOL                        PERSONAL CARE                  7501056339234     12 N     20141001T0941  D      
7737001070017 569846               VASENOL CR REC AV S/ FRAG 12X400ML                                     VASENOL                        PERSONAL CARE                  7501056334956     12 N     20141001T0941  D      
7737001070017 570611               VASENOL CR CLINICAL THERAPY 6X200ML                                    VASENOL                        PERSONAL CARE                  7501056338985      6 N     20150522T1247  D      
7737001070017 571467               REXONA DEO STICK MEN ANTIBACT 12X50G                                   REXONA                         PERSONAL CARE                       75047856     12 N     20140829T2019  D      
7737001070017 571699               AXE AERO AP BLACK 12X90G                                               AXE                            PERSONAL CARE                  7791293028774     12 N     20150331T1816  A      
7737001070017 571705               AXE DEO AER BODY SPRAY BLACK12X96G/150ML                               AXE                            PERSONAL CARE                  7791293028781     12 N     20150331T1816  D      
7737001070017 572045               LIFEBUOY JAB ANTIBAC TOTAL10 24X3X125G                                 LIFEBUOY                       PERSONAL CARE                  7791293028811     24 N     20161103T1457  A      
7737001070017 572054               LIFEBUOY JAB ANTIBAC CREAMACTNAT24X3X125                               LIFEBUOY                       PERSONAL CARE                  7791293028835     24 N     20161103T1457  A      
7737001070017 572226               LIFEBUOY HANDWASH CREAM ACTNAT 6X225ML                                 LIFEBUOY                       PERSONAL CARE                  7791293028934      6 N     20180301T1421  D      
7737001070017 572227               LIFEBUOY HW TOTAL10 RFL 12X220ML                                       LIFEBUOY                       PERSONAL CARE                  7791293028941     12 N     20180615T1207  A      
7737001070017 572232               LIFEBUOY HW CREAM ACTNAT RFL12X220ML                                   LIFEBUOY                       PERSONAL CARE                  7791293028958     12 N     20180301T1421  D      
7737001070017 572578               VASENOL CR REC AV MANOS 12X75ML                                        VASENOL                        PERSONAL CARE                  7506306226654     12 N     20141001T0941  D      
7737001070017 572692               COMFORT DILUIDO CLASSIC DOYP 12X900ML                                  COMFORT                        HOME CARE                      7791290010444     12 N     20150630T1740  D      
7737001070017 572693               VIVERE REG CLASICO DOYP 12X900ML                                       VIVERE                         HOME CARE                      7791290010482     12 N     20150410T1109  D      
7737001070017 572696               VIVERE REG CLASICO BOT 4X4L                                            VIVERE                         HOME CARE                      7791290010543      4 N     20150410T1109  D      
7737001070017 572697               COMFORT DILUIDO CLASSIC BOT 4X4L                                       COMFORT                        HOME CARE                      7791290010475      4 N     20150630T1740  D      
7737001070017 572698               VIVERE REG VIOL Y F BCAS DOYP 12X900ML                                 VIVERE                         HOME CARE                      7791290010499     12 N     20150410T1628  D      
7737001070017 572699               REXONA FW AER AP ANTIBAC COMP 12X56G                                   REXONA                         PERSONAL CARE                       77904331     12 N     20150623T1123  D      
7737001070017 572900               VIVERE REG HIERB FRESC JAZM DOYP12X900ML                               VIVERE                         HOME CARE                      7791290010529     12 N     20150410T1628  D      
7737001070017 572910               VIVERE REG VIOL FLORES BCAS BOT 4X4L                                   VIVERE                         HOME CARE                      7791290010550      4 N     20150410T1109  D      
7737001070017 572911               VIVERE REG BOUQ F SILV DOYP 12X900ML                                   VIVERE                         HOME CARE                      7791290010512     12 N     20150410T1109  D      
7737001070017 572918               REXONA DEO CR SOFT SOLID EXTRA DRY12X48G                               REXONA                         PERSONAL CARE                    79400301161     12 N     20161014T1306  A      
7737001070017 572933               REXONA DEO CR SOFT SOLID ULT FRESH12X48G                               REXONA                         PERSONAL CARE                    79400301895     12 N     20170608T1451  A      
7737001070017 572940               CIF BANO GTL 12X500ML                                                  CIF                            HOME CARE                      7791290785366     12 N     20141001T0941  A      
7737001070017 572961               CIF BANO REP ECON DOYP 15X450ML                                        CIF                            HOME CARE                      7791290007406     15 N     20141001T0941  A      
7737001070017 572963               CIF BANO DOYP 12X900ML                                                 CIF                            HOME CARE                      7791290008953     12 N     20141001T0941  A      
7737001070017 573119               DOVE DEO AER AP INV DRY 6X2X89G+BOXER                                  DOVE                           PERSONAL CARE                  7730165339808      6 S     20150616T1111  A      
7737001070017 573120               DOVE DEO AER AP E FRESH 6X2X89G+BOXER                                  DOVE                           PERSONAL CARE                  7730165339792      6 S     20140602T1123  A      
7737001070017 575698               CLEAR SH ICE MENTHOL 6X400ML+SH 200ML                                  CLEAR                          PERSONAL CARE                  7730165339907      6 S     20140401T1114  A      
7737001070017 575820               REXONA FM DEO SOFT SOLID CLEAN12X48G                                   REXONA                         PERSONAL CARE                    79400052919     12 N     20171011T1248  A      
7737001070017 575823               REXONA FW DEO SOFT SOLID CLASSIC12X48G                                 REXONA                         PERSONAL CARE                    79400052926     12 N     20161014T1306  A      
7737001070017 575824               REXONA FW DEO SOFT SOLID C SCENT 12X48G                                REXONA                         PERSONAL CARE                    79400110695     12 N     20161014T1306  S      
7737001070017 576700               REXONA DEO STI AP QUANTUM 12X50G                                       REXONA                         PERSONAL CARE                       75026752     12 N     20151109T1657  D      
7737001070017 577218               IMPULSE AER BS VERY PINK 12X58G/75ML                                   IMPULSE                        PERSONAL CARE                  7791293025223     12 N     20151112T1416  A      
7737001070017 577220               IMPULSE PERF AER MUSK 12X58G/75ML                                      IMPULSE                        PERSONAL CARE                  7791293025247     12 N     20151112T1416  A      
7737001070017 577234               IMPULSE PERF AER LOVELY ROCK 12X58G/75ML                               IMPULSE                        PERSONAL CARE                  7791293027982     12 N     20151112T1416  A      
7737001070017 577235               IMPULSE AER BS TRUE LOVE 12X58G/75ML                                   IMPULSE                        PERSONAL CARE                  7791293025261     12 N     20151112T1416  A      
7737001070017 577705               CIF CR ULTRA HIGIENE 12X750G                                           CIF                            HOME CARE                      7791290010789     12 N     20150508T1321  A      
7737001070017 577853               REXONA CLINICAL DEO CR AP MEN 12X48G                                   REXONA                         PERSONAL CARE                    79400052919     12 N     20150831T1600  D      
7737001070017 578036               DOVE MEN CARE JAB CLEAN COMF 48X90G EXP                                DOVE                           PERSONAL CARE                  7891150006058     48 N     20150331T1816  D      
7737001070017 578044               DOVE DEO ROLLON DERMO ACLARANT 12X50ML                                 DOVE                           PERSONAL CARE                       78928503     12 N     20150423T1458  D      
7737001070017 578088               DOVE HW BEAUTY CR WASH REP 12X220ML                                    DOVE                           PERSONAL CARE                  7891150024229     12 N     20160405T0949  D      
7737001070017 579146               KLEENEX SERV LUJO 6X1X200UN                                            KLEENEX                        KIMBERLY CLARK                 7702425530416      6 N     20140515T1356  A      
7737001070017 579212               PLENITUD PAN ADULTO CLASSIC M 3X32UN                                   PLENITUD                       KIMBERLY CLARK                 7736550054165      3 N     20140829T2019  A      
7737001070017 579213               DOVE DEO AER AP DERMO ACLARANT 12X100G                                 DOVE                           PERSONAL CARE                  7791293998619     12 N     20150423T1458  D      
7737001070017 579215               DOVE DEO AER AP EXTRA FRESH 12X89G                                     DOVE                           PERSONAL CARE                  7791293012063     12 N     20150423T1458  D      
7737001070017 579216               DOVE DEO AER AP ENERGY DRY 12X89G                                      DOVE                           PERSONAL CARE                  7791293006154     12 N     20150421T1127  D      
7737001070017 579217               DOVE DEO AER AP CLEAN COMFORT 12X89G                                   DOVE                           PERSONAL CARE                  7791293012087     12 N     20150423T1458  D      
7737001070017 579236               REXONA DEO AER AP COTTON 12X105G                                       REXONA                         PERSONAL CARE                  7791293784465     12 N     20150423T1458  D      
7737001070017 579248               REXONA DEO AER EFFICIENT 12X102G                                       EFFICIENT                      PERSONAL CARE                  7791293895062     12 N     20150428T1255  D      
7737001070017 579308               DOVE DEO STICK DERMO ACLARANT 12X50G                                   DOVE                           PERSONAL CARE                       75034238     12 N     20150331T1816  D      
7737001070017 579313               PONDS LOC TONICA ASTRING 12X200ML                                      PONDS                          PERSONAL CARE                  7501056330385     12 N     20160328T1204  A      
7737001070017 579315               PONDS LOC BIOHYDRATANTE DUAL 12X200ML                                  PONDS                          PERSONAL CARE                  7501056330378     12 N     20160328T1204  A      
7737001070017 579317               PONDS C CR LIQ DESMAQ 12X200ML                                         PONDS                          PERSONAL CARE                  7501056346287     12 N     20160629T1608  S      
7737001070017 579368               DOVE CR NUTRICION ESSENCIAL 12X200ML                                   DOVE                           PERSONAL CARE                  7501056346140     12 N     20150504T1659  A      
7737001070017 579369               DOVE CR NUTRICION ESSENCIAL 12X400ML                                   DOVE                           PERSONAL CARE                  7501056346157     12 N     20150504T1659  D      
7737001070017 579370               DOVE CR NUTRICION GO FRESH 12X200ML                                    DOVE                           PERSONAL CARE                  7501056346164     12 N     20150504T1659  A      
7737001070017 579371               DOVE CR NUTRICION GO FRESH 12X400ML                                    DOVE                           PERSONAL CARE                  7501056346171     12 N     20150423T1458  D      
7737001070017 579372               DOVE CR NUTRICION INTENSIVA 12X200ML                                   DOVE                           PERSONAL CARE                  7501056346188     12 N     20150504T1659  D      
7737001070017 579373               DOVE CR NUTRICION INTENSIVA 12X400ML                                   DOVE                           PERSONAL CARE                  7501056346195     12 N     20150504T1659  D      
7737001070017 579442               PLENITUD PAN ADULTO CLASSIC G 3X32UN                                   PLENITUD                       KIMBERLY CLARK                 7736550057159      3 N     20140829T2019  A      
7737001070017 581220               SUAVE SH KIDS COCO PARLANCHIN 12X350ML                                 SUAVE                          PERSONAL CARE                  7791293027852     12 N     20150605T1404  A      
7737001070017 581221               SUAVE SH FRUTILLA GLOMOROSA 12X350ML                                   SUAVE                          PERSONAL CARE                  7791293027869     12 N     20150605T1404  A      
7737001070017 581222               SUAVE KIDS SH 2EN1 SAND SURFER 12X350ML                                SUAVE                          PERSONAL CARE                  7791293027883     12 N     20150605T1404  A      
7737001070017 581223               SUAVE KIDS AC FRUTILLA GLOMOROSA12X350ML                               SUAVE                          PERSONAL CARE                  7791293027876     12 N     20150605T1404  D      
7737001070017 581259               DOVE CO FUERZA HIDRATANTE 12X200ML                                     DOVE                           PERSONAL CARE                  7891150023420     12 N     20151002T1604  D      
7737001070017 581328               KOTEX TAMPONES EVOLUTION MEDIO 32X8UN                                  KOTEX                          KIMBERLY CLARK                 7793620002099     32 N     20140623T1642  D      
7737001070017 581330               KOTEX TAMPONES EVOLUTION SUPER 32X8UN                                  KOTEX                          KIMBERLY CLARK                 7793620002105     32 N     20140623T1642  D      
7737001070017 581834               PLENITUD PANAL PROTECT M 2X32UN                                        PLENITUD                       KIMBERLY CLARK                 7736550069640      2 N     20140701T1558  A      
7737001070017 581835               PLENITUD PANALES ADUL PROTECT GDE 2X32UN                               PLENITUD                       KIMBERLY CLARK                 7736550069657      2 N     20140701T1558  A      
7737001070017 581842               PLENITUD PANAL ADUL PROTECT XGDE 2X32UN                                PLENITUD                       KIMBERLY CLARK                 7736550069664      2 N     20140701T1558  A      
7737001070017 581844               DOVE SH CASPA CONTROL 12X200ML                                         DOVE                           PERSONAL CARE                  7891150023536     12 N     20150922T1708  D      
7737001070017 582041               REXONA DEO STICK AP V8 12X50G                                          REXONA                         PERSONAL CARE                       75024956     12 N     20151126T1747  D      
7737001070017 582049               DOVE DEO STICK EXTRA FRESH 12X50G                                      DOVE                           PERSONAL CARE                       75031077     12 N     20150331T1816  D      
7737001070017 582075               DOVE DEO ROLLON EXTRA FRESH 12X50ML                                    DOVE                           PERSONAL CARE                       78925519     12 N     20170523T1552  D      
7737001070017 582150               SKIP LIQ DOYP 6X1L+COMFORT SUAVIZ 450ML                                SKIP                           HOME CARE                      7730165340682      6 S     20150617T1129  A      
7737001070017 582691               DOVE SH HID INTENSA 12X200ML                                           DOVE                           PERSONAL CARE                  7791293029504     12 N     20150831T1600  D      
7737001070017 582696               DOVE AC HID INTENSA 12X200ML                                           DOVE                           PERSONAL CARE                  7791293029696     12 N     20150928T1205  D      
7737001070017 582707               DOVE CR TRAT COLOR DURADERO 6X350G                                     DOVE                           PERSONAL CARE                  7791293029948      6 N     20151002T1604  D      
7737001070017 583383               DOVE DEO AER AP SILVER CONTROL 12X89G                                  DOVE                           PERSONAL CARE                  7791293018874     12 N     20150423T1458  D      
7737001070017 583415               DOVE DEO AER AP ORIGINAL 12X100G                                       DOVE                           PERSONAL CARE                  7791293008141     12 N     20150423T1458  D      
7737001070017 583416               DOVE DEO AER AP GO FRESH PEP TE 12X100G                                DOVE                           PERSONAL CARE                  7791293991283     12 N     20150423T1458  D      
7737001070017 583417               DOVE DEO AER AP GO FRESH POM LIM 12X100G                               DOVE                           PERSONAL CARE                  7791293991276     12 N     20150423T1458  D      
7737001070017 583418               DOVE DEO AER AP BEAUTY FINISH 12X100G                                  DOVE                           PERSONAL CARE                  7791293014012     12 N     20150423T1458  D      
7737001070017 583532               SUN PROGRESS SAL 7X1KG                                                 SUN PROGRESS                   HOME CARE                      7805000459185      7 N     20150629T1153  A      
7737001070017 583533               CIF BALLERINA MULTIUSO 24X1UN                                          CIF                            HOME CARE                      7791290647176     24 N     20150626T1306  A      
7737001070017 583565               CIF ULTRA BLANCO C/LV CLOR DOYP15X450ML                                CIF                            HOME CARE                      7791290007536     15 N     20150722T1514  A      
7737001070017 583583               CIF GEL C LV LIMP FAC ULT BCO 12X500ML                                 CIF                            HOME CARE                      7791290010208     12 N     20160427T1727  A      
7737001070017 583584               CIF GEL C/LVDINA LIMP FAC S/RESI12X500ML                               CIF                            HOME CARE                      7791290010215     12 N     20160427T1727  A      
